DeliveryID;SubscriptionID;DeliveryType;DeliveryClass;DeliveryContext;StartDate;EndDate
922257;504444;DR;NOR;VAC;01/08/2009;13/08/2009
922258;504444;MD;NOR;PCH;06/02/2009;31/07/2009
922259;504444;MD;NOR;PCH;14/08/2009;30/12/2009
922286;504458;DR;NOR;VAC;03/08/2009;15/08/2009
922287;504458;MD;NOR;;31/12/2008;05/03/2009
922288;504458;MD;NOR;PCH;06/03/2009;02/08/2009
922289;504458;MD;NOR;PCH;16/08/2009;19/08/2009
922313;504473;MD;NOR;PCH;31/12/2008;05/03/2009
922314;504473;MD;NOR;PCH;06/03/2009;30/12/2009
923099;504988;MD;NOR;PCH;31/12/2008;30/12/2009
923277;505123;MD;NOR;PCH;31/12/2008;30/12/2009
923408;505236;MD;NOR;PCH;31/12/2008;30/12/2009
923436;505259;DR;NOR;OTH;19/01/2009;07/02/2009
923437;505259;MD;NOR;PCH;31/12/2008;18/01/2009
923438;505259;MD;NOR;PCH;08/02/2009;30/12/2009
923699;505460;MD;NOR;PCH;31/12/2008;26/02/2009
923700;505460;MD;NOR;PCH;27/02/2009;30/12/2009
923715;505470;MD;NOR;PCH;31/12/2008;30/12/2009
923911;505637;MD;NOR;PCH;31/12/2008;05/03/2009
923912;505637;DR;NOR;OTH;04/09/2009;30/12/2009
923913;505637;MD;NOR;PCH;06/03/2009;03/09/2009
923953;505665;MD;NOR;;01/04/2008;30/06/2008
924152;505822;MD;NOR;PCH;31/12/2008;30/12/2009
924173;505835;MD;NOR;;31/12/2008;12/01/2009
924277;505926;MD;NOR;;31/12/2008;30/12/2009
924291;505940;MD;NOR;;31/12/2008;30/12/2009
924382;506023;DR;NOR;OTH;17/06/2009;31/12/2009
924383;506023;MD;NOR;;31/12/2008;10/06/2009
924384;506023;MD;ABN;;12/06/2009;13/06/2009
924385;506023;MD;ABN;;14/06/2009;16/06/2009
924386;506023;DI;;OTH;11/06/2009;11/06/2009
924439;506064;MD;NOR;ACH;31/12/2008;30/12/2009
924473;506098;MD;NOR;;31/12/2008;30/12/2009
924605;506224;MD;NOR;;31/12/2008;31/12/2009
924610;506229;MD;NOR;;31/12/2008;30/12/2009
924750;506354;MD;NOR;;31/12/2008;31/12/2009
924751;506355;MD;NOR;;31/12/2008;26/10/2009
924884;506483;MD;NOR;;31/12/2008;30/12/2009
925022;506610;MD;NOR;;31/12/2008;30/12/2009
925032;506618;MD;NOR;;31/12/2008;31/12/2009
925157;506734;MD;NOR;;31/12/2008;10/08/2009
925520;507056;MD;NOR;;12/04/2008;11/07/2008
925955;507433;MD;NOR;;31/12/2008;30/12/2009
926043;507506;MD;NOR;ACH;31/12/2008;19/02/2009
926044;507506;MD;NOR;PCH;20/02/2009;31/12/2009
926795;507904;MD;NOR;PCH;31/12/2008;30/12/2009
926921;507976;MD;NOR;;01/04/2008;30/06/2008
926986;508011;MD;NOR;PCH;31/12/2008;05/02/2009
926987;508011;MD;NOR;PCH;06/02/2009;30/12/2009
927023;508036;MD;NOR;;01/04/2008;30/06/2008
927301;508201;MD;NOR;PCH;31/12/2008;30/12/2009
927404;508269;MD;NOR;;02/01/2008;30/12/2008
927405;508270;MD;NOR;;31/12/2008;31/12/2009
927661;508554;MD;NOR;;02/07/2008;31/12/2008
928021;508824;MD;NOR;;03/01/2009;02/01/2010
928087;508880;MD;NOR;;01/01/2009;31/12/2009
928137;508923;MD;NOR;;02/07/2008;12/07/2008
928138;508923;MD;NOR;;17/07/2008;02/01/2009
928139;508923;DI;;NPA;13/07/2008;14/07/2008
928140;508923;MD;ABN;;15/07/2008;15/07/2008
928141;508923;MD;ABN;;16/07/2008;16/07/2008
928428;509123;MD;NOR;PCH;01/07/2008;14/07/2008
928429;509123;MD;NOR;;17/06/2008;30/06/2008
928430;509123;MD;NOR;;02/04/2008;03/06/2008
928431;509123;DI;;VAC;04/06/2008;16/06/2008
929092;509594;MD;NOR;;04/04/2008;03/07/2008
929213;509675;MD;NOR;PCH;04/07/2008;05/01/2009
929278;509734;MD;NOR;;04/07/2008;03/01/2009
929279;509735;MD;NOR;;04/04/2008;03/07/2008
929336;509788;MD;NOR;;04/04/2008;04/07/2008
929862;510234;MD;ABN;ACH;30/04/2008;30/04/2008
929863;510234;MD;NOR;ACH;05/04/2008;16/04/2008
929864;510234;MD;NOR;ACH;01/05/2008;16/07/2008
929865;510234;DI;;NPA;17/04/2008;28/04/2008
929866;510234;MD;ABN;ACH;29/04/2008;29/04/2008
929869;510237;MD;NOR;;05/04/2008;04/07/2008
929900;510261;MD;NOR;PCH;01/07/2008;04/07/2008
929901;510261;MD;NOR;;05/04/2008;30/06/2008
929918;510272;MD;NOR;;05/04/2008;04/07/2008
930934;511116;MD;NOR;;06/04/2008;05/07/2008
930977;511148;MD;NOR;PCH;01/07/2008;05/07/2008
930978;511148;MD;NOR;;06/04/2008;30/06/2008
931150;511598;DR;NOR;VAC;02/05/2008;31/05/2008
931151;511598;DR;NOR;VAC;02/07/2008;14/07/2008
931152;511598;DR;NOR;OTH;18/08/2008;20/08/2008
931153;511598;MD;NOR;;01/01/2008;01/05/2008
931154;511598;MD;NOR;;01/06/2008;01/07/2008
931155;511598;MD;NOR;;15/07/2008;17/08/2008
931156;511598;MD;NOR;;21/08/2008;30/12/2008
931157;511599;DR;NOR;VAC;17/08/2009;31/08/2009
931158;511599;MD;NOR;;01/09/2009;30/12/2009
931159;511599;MD;NOR;;31/12/2008;03/05/2009
931160;511599;MD;NOR;;23/05/2009;01/07/2009
931161;511599;MD;NOR;;16/07/2009;16/08/2009
931162;511599;DR;NOR;OTH;04/05/2009;22/05/2009
931163;511599;DR;NOR;VAC;02/07/2009;15/07/2009
931391;511776;MD;NOR;;11/04/2008;10/07/2008
931494;511860;MD;NOR;ACH;17/05/2008;09/07/2008
931495;511860;MD;NOR;;10/04/2008;16/05/2008
931643;511960;MD;NOR;;10/04/2008;09/07/2008
932582;512680;MD;NOR;REN;12/06/2008;23/06/2008
932607;512709;MD;NOR;;01/01/2008;30/12/2008
932608;512710;MD;NOR;;31/12/2008;30/12/2009
932728;512812;MD;ABN;;14/12/2007;14/12/2007
932729;512812;MD;NOR;;15/12/2007;12/12/2008
932730;512813;MD;NOR;;13/12/2008;24/12/2008
932820;512887;MD;NOR;;15/12/2007;14/03/2008
932821;512888;MD;NOR;REN;15/03/2008;13/09/2008
933183;513130;MD;NOR;;17/12/2007;14/02/2008
933184;513131;MD;NOR;;15/02/2008;23/05/2008
933482;513265;MD;ABN;;17/12/2007;17/12/2007
933483;513265;MD;NOR;;18/12/2007;18/12/2007
934254;513819;MD;NOR;;01/04/2008;30/06/2008
934306;513861;MD;NOR;;01/04/2008;30/06/2008
934534;514080;MD;NOR;;13/04/2008;12/07/2008
934542;514087;MD;NOR;;01/04/2008;30/06/2008
934621;514161;MD;NOR;;01/04/2008;30/06/2008
934653;514193;MD;NOR;;01/04/2008;30/06/2008
934682;514221;MD;NOR;;01/04/2008;30/06/2008
934826;514356;MD;NOR;;01/04/2008;30/06/2008
934966;514475;MD;NOR;;24/04/2008;24/07/2008
934982;514487;MD;NOR;;01/04/2008;30/06/2008
935026;514523;MD;NOR;;13/04/2008;12/07/2008
935043;514536;MD;NOR;;13/04/2008;12/07/2008
935209;514690;MD;NOR;;31/01/2008;28/02/2008
935317;514796;MD;NOR;;31/01/2008;28/02/2008
935360;514839;MD;NOR;;31/01/2008;28/02/2008
935595;515062;MD;NOR;;31/01/2008;28/02/2008
935870;515325;MD;NOR;;31/01/2008;28/02/2008
935888;515343;MD;NOR;;31/01/2008;28/02/2008
935922;515373;MD;NOR;;31/01/2008;28/02/2008
936085;515522;MD;NOR;;31/01/2008;28/02/2008
936112;515546;MD;NOR;;31/01/2008;28/02/2008
936487;515848;MD;NOR;;31/01/2008;28/02/2008
936530;515888;MD;NOR;;01/04/2008;30/06/2008
936543;515898;MD;NOR;;31/01/2008;28/02/2008
936563;515915;MD;NOR;;31/01/2008;28/02/2008
936919;516243;MD;NOR;;31/01/2008;28/02/2008
937231;516545;MD;NOR;;31/01/2008;28/02/2008
937390;516700;MD;NOR;;31/01/2008;28/02/2008
937549;516849;MD;NOR;PCH;01/07/2008;14/07/2008
937550;516849;MD;NOR;;15/04/2008;30/06/2008
937599;516892;MD;NOR;;31/01/2008;28/02/2008
937650;516941;MD;NOR;;31/01/2008;28/02/2008
937657;516948;MD;NOR;;31/01/2008;28/02/2008
938049;517319;MD;NOR;;31/01/2008;28/02/2008
938054;517324;MD;NOR;;31/01/2008;28/02/2008
938582;517690;MD;NOR;;02/01/2008;30/12/2008
938583;517691;MD;NOR;;31/12/2008;31/12/2009
939199;518200;MD;NOR;;21/12/2007;21/12/2007
939200;518200;MD;ABN;;20/12/2007;20/12/2007
939201;518200;MD;NOR;ACH;22/12/2007;20/03/2008
939223;518234;MD;NOR;;02/01/2008;15/01/2008
939447;518412;MD;NOR;;21/12/2007;19/02/2008
939448;518413;MD;ABN;REN;21/02/2008;21/02/2008
939449;518413;MD;ABN;REN;20/02/2008;20/02/2008
939450;518413;MD;NOR;REN;22/02/2008;21/05/2008
940021;519171;MD;NOR;;18/04/2008;17/07/2008
940023;519173;MD;NOR;;18/07/2008;17/01/2009
940386;519516;MD;NOR;ACH;29/12/2007;28/03/2008
940387;519517;MD;NOR;ACH;29/03/2008;27/06/2008
940644;519761;MD;NOR;;22/12/2007;21/03/2008
941048;520078;MD;NOR;;19/04/2008;18/07/2008
941485;520386;MD;NOR;;25/12/2007;21/02/2008
941486;520386;MD;ABN;;24/12/2007;24/12/2007
941487;520387;MD;NOR;REN;02/08/2008;29/09/2008
941488;520387;MD;ABN;REN;01/08/2008;01/08/2008
941779;520608;MD;NOR;REN;01/04/2008;11/04/2008
942296;521601;MD;NOR;;27/12/2007;23/02/2008
942297;521602;MD;NOR;REN;28/02/2008;07/03/2008
942298;521602;MD;NOR;REN;14/03/2008;28/02/2009
942299;521602;MD;ABN;REN;26/02/2008;26/02/2008
942300;521602;DI;;NPA;08/03/2008;12/03/2008
942301;521602;MD;ABN;REN;13/03/2008;13/03/2008
942302;521602;MD;ABN;REN;27/02/2008;27/02/2008
942336;521624;MD;NOR;;28/12/2007;26/12/2008
942337;521625;MD;NOR;;27/12/2008;26/12/2009
942791;521980;MD;NOR;PCH;01/07/2008;19/07/2008
942792;521980;MD;NOR;;20/04/2008;30/06/2008
943138;522213;MD;NOR;;02/01/2008;15/01/2008
943316;522341;MD;NOR;;02/01/2008;15/01/2008
943809;522670;MD;NOR;;28/12/2007;23/02/2008
943810;522670;MD;ABN;;27/12/2007;27/12/2007
944054;522854;MD;NOR;;24/04/2008;24/07/2008
944326;523023;MD;NOR;;24/04/2008;24/07/2008
945450;523843;MD;ABN;;28/12/2007;28/12/2007
945451;523843;MD;NOR;;29/12/2007;25/02/2008
945452;523844;MD;NOR;REN;27/02/2008;24/02/2009
945453;523844;MD;ABN;REN;26/02/2008;26/02/2008
945854;524293;MD;NOR;;27/07/2008;26/01/2009
945855;524294;MD;NOR;;27/07/2008;26/01/2009
946121;524503;MD;NOR;;02/01/2008;30/12/2008
946123;524505;MD;NOR;;31/12/2008;30/12/2009
946289;524653;MD;NOR;;02/01/2008;15/01/2008
946670;524950;MD;NOR;PCH;01/07/2008;07/01/2009
946671;524950;MD;NOR;;08/01/2008;30/06/2008
947327;525455;MD;NOR;;02/01/2008;28/02/2008
947915;525967;MD;NOR;;29/04/2008;29/07/2008
948047;526053;MD;NOR;;31/07/2008;29/01/2009
948898;526740;MD;NOR;;01/05/2008;01/08/2008
948961;526792;MD;NOR;;01/08/2008;30/01/2009
949149;526920;MD;NOR;;01/05/2008;31/07/2008
949600;527182;MD;NOR;PCH;01/07/2008;31/07/2008
949601;527182;MD;NOR;;01/05/2008;30/06/2008
949691;527242;MD;NOR;;31/01/2009;01/09/2009
949709;527256;MD;NOR;;01/08/2008;30/01/2009
949753;527295;MD;NOR;;03/05/2008;01/08/2008
949775;527318;MD;NOR;;03/05/2008;01/08/2008
950125;527531;MD;NOR;;07/01/2008;04/04/2008
950126;527532;MD;NOR;;05/04/2008;16/04/2008
950574;527848;MD;NOR;;22/01/2008;18/02/2009
951298;528355;MD;NOR;;08/01/2008;06/01/2009
951626;528595;MD;NOR;;09/01/2008;06/03/2008
952516;529295;MD;NOR;;09/01/2008;06/03/2008
952517;529296;MD;NOR;;07/03/2008;05/09/2008
952815;529497;MD;NOR;;07/05/2008;05/08/2008
952900;529560;MD;NOR;;07/08/2008;05/02/2009
954782;530728;MD;NOR;;01/02/2008;31/01/2009
954809;530740;MD;NOR;PCH;01/07/2008;12/03/2009
954810;530740;MD;NOR;REN;14/03/2008;30/06/2008
954811;530740;MD;ABN;REN;13/03/2008;13/03/2008
954943;530840;MD;NOR;PCH;01/07/2008;08/08/2008
954944;530840;MD;NOR;;10/05/2008;30/06/2008
955040;530902;MD;NOR;;27/05/2008;25/08/2008
955140;530982;MD;NOR;;25/04/2008;25/07/2008
955375;531132;MD;NOR;;12/01/2008;10/03/2008
955376;531133;MD;NOR;REN;12/03/2008;09/09/2008
955377;531133;MD;ABN;REN;11/03/2008;11/03/2008
956500;531905;DI;;NPA;15/04/2008;15/04/2008
956501;531905;MD;ABN;REN;03/04/2008;03/04/2008
956502;531905;MD;NOR;REN;04/04/2008;14/04/2008
956503;531905;MD;NOR;REN;17/04/2008;03/07/2008
956504;531905;MD;ABN;REN;16/04/2008;16/04/2008
956606;531953;MD;NOR;;02/02/2008;31/01/2009
956731;532032;MD;NOR;;14/08/2008;12/02/2009
956752;532047;MD;NOR;;15/05/2008;12/08/2008
956787;532077;MD;NOR;;16/05/2008;13/08/2008
956855;532134;MD;NOR;;29/02/2008;31/03/2008
956942;532221;MD;NOR;;29/02/2008;31/03/2008
957151;532426;MD;NOR;;29/02/2008;31/03/2008
957401;532643;MD;NOR;;29/02/2008;29/03/2008
957523;532760;MD;NOR;;29/02/2008;29/03/2008
957604;532837;MD;NOR;;29/02/2008;29/03/2008
957798;533019;MD;NOR;;29/02/2008;29/03/2008
957932;533139;MD;NOR;;29/02/2008;29/03/2008
957952;533157;MD;NOR;;29/02/2008;29/03/2008
958058;533233;MD;NOR;;14/05/2008;11/08/2008
958099;533275;MD;NOR;;29/02/2008;29/03/2008
958116;533289;MD;NOR;;29/02/2008;29/03/2008
958313;533485;MD;NOR;;29/02/2008;29/03/2008
958433;533602;MD;NOR;;29/02/2008;29/03/2008
958584;533746;MD;NOR;;29/02/2008;29/03/2008
958790;533926;MD;NOR;;29/02/2008;29/03/2008
958969;534098;MD;NOR;;29/02/2008;29/03/2008
959006;534135;MD;NOR;;29/02/2008;29/03/2008
959079;534200;MD;NOR;;29/02/2008;29/03/2008
959507;534565;MD;NOR;;29/02/2008;29/03/2008
959516;534573;MD;NOR;;29/02/2008;31/03/2008
960323;535140;MD;NOR;ACH;01/05/2008;31/07/2008
960395;535190;MD;NOR;PCH;01/07/2008;16/08/2008
960396;535190;MD;NOR;;17/05/2008;30/06/2008
961011;535540;MD;NOR;;18/05/2008;16/08/2008
961150;535637;MD;NOR;;19/01/2008;17/03/2008
961151;535638;MD;NOR;REN;18/03/2008;17/03/2009
961152;535639;MD;NOR;;19/01/2008;15/03/2008
961153;535639;MD;ABN;;18/01/2008;18/01/2008
961846;536176;MD;NOR;PCH;01/07/2008;05/03/2009
961847;536176;DI;;NPA;21/02/2008;17/04/2008
961848;536176;MD;NOR;;09/02/2008;20/02/2008
961849;536176;MD;NOR;;21/04/2008;30/06/2008
961850;536176;MD;ABN;;18/04/2008;20/04/2008
961851;536176;MD;NOR;PCH;06/03/2009;06/05/2009
961855;536179;MD;ABN;;10/02/2008;11/02/2008
961856;536179;MD;NOR;;19/01/2008;31/01/2008
961857;536179;MD;NOR;;12/02/2008;26/01/2009
961858;536179;MD;ABN;;08/02/2008;09/02/2008
961859;536179;DI;;NPA;01/02/2008;07/02/2008
961860;536179;MD;ABN;;18/01/2008;18/01/2008
962028;536261;MD;NOR;;23/01/2008;21/04/2008
962707;536659;MD;NOR;PCH;01/07/2008;21/08/2008
962708;536659;MD;NOR;;23/05/2008;30/06/2008
962795;536698;MD;NOR;PCH;01/07/2008;20/08/2008
962796;536698;MD;NOR;;22/05/2008;30/06/2008
963367;537073;MD;NOR;;24/05/2008;22/08/2008
963823;537381;MD;NOR;PCH;01/07/2008;23/08/2008
963824;537381;MD;NOR;;25/05/2008;30/06/2008
964124;537535;MD;NOR;;26/01/2008;25/04/2008
964125;537536;MD;NOR;PCH;01/07/2008;26/07/2008
964126;537536;MD;NOR;;26/04/2008;30/06/2008
964687;537844;MD;NOR;;01/02/2008;14/08/2008
964972;538005;MD;NOR;;28/08/2008;25/02/2009
965054;538060;MD;NOR;;28/05/2008;26/08/2008
965144;538119;MD;NOR;PCH;01/07/2008;26/08/2008
965145;538119;MD;NOR;;28/05/2008;30/06/2008
965646;538428;MD;NOR;;31/05/2008;25/07/2008
965647;538428;MD;NOR;;03/08/2008;29/08/2008
965648;538428;DR;NOR;VAC;26/07/2008;02/08/2008
965668;538439;MD;NOR;PCH;10/09/2008;19/02/2009
965669;538439;MD;NOR;PCH;20/02/2009;10/03/2009
966144;538753;MD;NOR;;31/08/2008;28/02/2009
966233;538818;MD;NOR;;01/06/2008;30/08/2008
966356;538918;MD;NOR;;01/06/2008;12/06/2008
966388;538944;MD;ABN;;04/07/2008;04/07/2008
966389;538944;MD;NOR;;01/06/2008;12/06/2008
966390;538944;MD;NOR;;05/07/2008;19/09/2008
966391;538944;DI;;NPA;13/06/2008;02/07/2008
966392;538944;MD;ABN;;03/07/2008;03/07/2008
966477;538984;MD;NOR;PCH;01/07/2008;30/08/2008
966478;538984;MD;NOR;;01/06/2008;30/06/2008
966574;539029;MD;NOR;PCH;01/07/2008;30/08/2008
966575;539029;MD;NOR;ACH;01/06/2008;30/06/2008
966683;539098;MD;NOR;;31/08/2008;11/09/2008
966684;539098;MD;NOR;;14/09/2008;28/02/2009
966685;539098;MD;ABN;;12/09/2008;13/09/2008
966747;539144;MD;NOR;;01/06/2008;30/08/2008
966966;539263;MD;NOR;ACH;01/06/2008;30/08/2008
967228;539444;MD;NOR;;02/02/2008;01/04/2008
967229;539445;MD;NOR;;02/04/2008;30/09/2008
967353;53957;MD;NOR;;26/10/2008;22/03/2009
967354;53957;MD;NOR;;02/04/2009;27/09/2009
967355;53957;MD;NOR;;07/10/2009;17/11/2009
967356;53957;DI;;VAC;23/03/2009;01/04/2009
967357;53957;DI;;VAC;28/09/2009;06/10/2009
967358;53958;MD;NOR;;23/10/2008;25/10/2008
967359;53958;MD;NOR;;11/09/2007;03/08/2008
967360;53958;MD;NOR;;13/08/2008;13/10/2008
967361;53958;DI;;VAC;04/08/2008;12/08/2008
967362;53958;DI;;OTH;14/10/2008;22/10/2008
967363;53959;MD;NOR;;19/06/2007;17/08/2007
968305;540157;MD;NOR;;04/09/2008;04/03/2009
968537;540280;MD;NOR;PCH;01/07/2008;02/09/2008
968538;540280;MD;NOR;;04/06/2008;30/06/2008
968541;540282;MD;NOR;PCH;01/07/2008;02/09/2008
968542;540282;MD;NOR;;04/06/2008;30/06/2008
968729;540395;MD;NOR;PCH;01/07/2008;22/08/2008
968730;540395;MD;NOR;;24/05/2008;30/06/2008
968797;540435;MD;NOR;;24/05/2008;22/08/2008
969050;540615;MD;NOR;;07/06/2008;20/08/2008
969051;540615;MD;NOR;;27/08/2008;11/09/2008
969052;540615;DI;;VAC;21/08/2008;26/08/2008
969070;540626;MD;NOR;;07/06/2008;18/06/2008
969071;540626;MD;NOR;;25/06/2008;10/09/2008
969072;540626;DI;;NPA;19/06/2008;23/06/2008
969073;540626;MD;ABN;;24/06/2008;24/06/2008
969112;540653;MD;NOR;;09/02/2008;07/02/2009
969335;540778;MD;NOR;;07/09/2008;07/03/2009
969660;541008;MD;NOR;;08/06/2008;06/09/2008
969837;541155;MD;NOR;;10/06/2008;08/09/2008
970010;541271;MD;NOR;;10/06/2008;08/09/2008
970850;541908;MD;NOR;PCH;10/09/2008;26/02/2009
970851;541908;MD;NOR;PCH;27/02/2009;10/03/2009
970992;541990;MD;NOR;;13/06/2008;01/07/2008
970993;541990;MD;NOR;;14/07/2008;23/09/2008
970994;541990;DI;;OTH;02/07/2008;13/07/2008
971808;542595;MD;NOR;;01/04/2008;28/04/2008
971879;542659;MD;NOR;;01/04/2008;28/04/2008
971949;542722;MD;NOR;;01/04/2008;28/04/2008
972130;542850;MD;NOR;;30/03/2008;28/04/2008
972229;542939;MD;NOR;;30/03/2008;28/04/2008
972268;542971;DI;;NPA;15/04/2008;16/04/2008
972269;542971;MD;ABN;;17/04/2008;17/04/2008
972270;542971;MD;NOR;;18/04/2008;02/05/2008
972271;542971;MD;NOR;;30/03/2008;14/04/2008
972382;543067;MD;NOR;;30/03/2008;28/04/2008
972394;543078;MD;NOR;;30/03/2008;28/04/2008
972687;543324;MD;NOR;;30/03/2008;28/04/2008
972840;543449;MD;NOR;;30/03/2008;28/04/2008
972851;543458;MD;NOR;;30/03/2008;28/04/2008
972983;543570;MD;NOR;;30/03/2008;28/04/2008
973260;543777;MD;NOR;;30/03/2008;28/04/2008
973541;544017;MD;NOR;;30/03/2008;28/04/2008
973767;544209;MD;NOR;;30/03/2008;28/04/2008
973773;544214;MD;NOR;;30/03/2008;28/04/2008
973841;544274;MD;NOR;;30/03/2008;04/04/2008
973842;544274;MD;NOR;;10/04/2008;03/05/2008
973843;544274;DI;;VAC;05/04/2008;09/04/2008
973990;544400;MD;NOR;;30/03/2008;28/04/2008
974318;544680;MD;NOR;;30/03/2008;28/04/2008
974336;544695;MD;NOR;;01/04/2008;29/04/2008
974613;544988;MD;NOR;;15/02/2008;14/08/2008
974614;544989;MD;NOR;;15/08/2008;14/04/2009
974783;545224;MD;ABN;;14/02/2008;14/02/2008
974792;545235;MD;NOR;;17/03/2008;15/04/2008
974886;545309;MD;NOR;;14/09/2008;14/03/2009
975038;545414;MD;NOR;PCH;01/07/2008;13/09/2008
975039;545414;MD;NOR;;15/06/2008;30/06/2008
975112;545445;MD;NOR;PCH;01/07/2008;13/09/2008
975113;545445;MD;NOR;;15/06/2008;30/06/2008
975147;545461;MD;NOR;PCH;01/07/2008;30/08/2008
975148;545461;MD;NOR;;01/06/2008;30/06/2008
975257;545521;MD;NOR;;01/06/2008;30/08/2008
976167;546558;MD;NOR;PCH;01/07/2008;01/08/2008
976168;546558;MD;NOR;PCH;15/08/2008;20/03/2009
976169;546558;MD;NOR;;21/02/2008;30/06/2008
976170;546558;DR;NOR;VAC;02/08/2008;14/08/2008
976363;54665;MD;NOR;;27/02/2008;27/08/2008
976386;54666;MD;NOR;;30/08/2007;26/02/2008
976406;54667;MD;NOR;;28/06/2007;27/08/2007
976469;54671;MD;NOR;;28/08/2008;28/08/2009
976484;54672;MD;NOR;;28/08/2007;27/08/2008
976500;54673;MD;NOR;;28/06/2007;27/08/2007
976586;546796;MD;NOR;;25/02/2008;08/03/2008
976587;546797;MD;ABN;REN;11/03/2008;11/03/2008
976588;546797;MD;ABN;REN;09/03/2008;10/03/2008
976589;546797;MD;NOR;REN;12/03/2008;26/05/2008
976733;546897;MD;NOR;;25/02/2008;08/03/2008
976734;546898;MD;ABN;REN;13/03/2008;13/03/2008
976735;546898;MD;NOR;REN;14/03/2008;29/05/2008
976978;547050;MD;NOR;;25/02/2008;08/03/2008
976979;547051;MD;ABN;REN;09/03/2008;10/03/2008
976980;547051;MD;ABN;REN;11/03/2008;11/03/2008
976981;547051;MD;NOR;REN;12/03/2008;26/05/2008
977253;547242;MD;NOR;;18/06/2008;16/09/2008
977920;547703;MD;NOR;;21/02/2008;15/04/2008
977921;547703;MD;NOR;;20/04/2008;24/04/2008
977922;547703;DI;;VAC;16/04/2008;19/04/2008
977923;547704;MD;NOR;REN;25/04/2008;29/04/2008
977954;547738;MD;NOR;;25/02/2008;08/03/2008
977955;547739;MD;NOR;ACH;20/03/2008;05/06/2008
978041;547807;MD;NOR;PCH;01/07/2008;04/09/2008
978042;547807;MD;NOR;;04/06/2008;30/06/2008
978082;547836;MD;NOR;;21/06/2008;19/09/2008
978094;547842;MD;NOR;;20/09/2008;20/03/2009
978345;548010;MD;NOR;REN;22/05/2008;20/08/2008
978775;548371;MD;NOR;;25/02/2008;08/03/2008
978792;548388;MD;NOR;;25/02/2008;08/03/2008
979156;548632;MD;NOR;;22/06/2008;20/09/2008
979185;548653;MD;NOR;;22/06/2008;20/09/2008
979235;548690;MD;NOR;;22/06/2008;20/09/2008
979241;548696;MD;NOR;;10/06/2008;06/09/2008
979264;548714;MD;NOR;;22/06/2008;20/09/2008
980383;549477;MD;NOR;PCH;01/07/2008;23/03/2009
980384;549477;MD;NOR;;23/02/2008;30/06/2008
980562;549605;MD;NOR;;24/06/2008;22/09/2008
982667;550733;MD;NOR;;26/06/2008;24/09/2008
982687;550748;MD;NOR;PCH;01/07/2008;24/09/2008
982688;550748;MD;NOR;;26/06/2008;30/06/2008
982799;550809;MD;NOR;;25/06/2008;23/09/2008
983585;551344;MD;NOR;PCH;27/09/2008;27/03/2009
984272;551797;MD;NOR;ACH;28/06/2008;26/09/2008
984480;551952;MD;ABN;REN;29/02/2008;29/02/2008
984481;551952;MD;NOR;REN;01/03/2008;27/02/2009
984595;552027;MD;NOR;;01/03/2008;29/08/2008
984596;552027;MD;ABN;;29/02/2008;29/02/2008
984597;552028;MD;NOR;;30/08/2008;27/02/2009
984859;552198;MD;NOR;;29/06/2008;27/09/2008
985048;552305;MD;NOR;;06/09/2008;06/03/2009
985271;552411;MD;NOR;;10/03/2008;08/05/2008
985919;552828;MD;NOR;;05/03/2008;03/09/2008
985920;552829;MD;ABN;REN;13/09/2008;15/09/2008
985921;552829;MD;ABN;REN;12/09/2008;12/09/2008
985922;552829;MD;NOR;REN;16/09/2008;12/09/2009
986139;552968;MD;NOR;;19/03/2008;02/04/2008
986229;553032;MD;NOR;;02/07/2008;30/09/2008
986517;553261;MD;NOR;;01/07/2008;29/09/2008
986626;553358;MD;NOR;;18/07/2008;16/10/2008
986661;553387;MD;NOR;;01/07/2008;29/09/2008
986674;553400;MD;ABN;;11/10/2008;13/10/2008
986675;553400;MD;NOR;;30/09/2008;10/10/2008
986676;553400;MD;NOR;;14/10/2008;31/03/2009
986680;553404;MD;NOR;;01/07/2008;29/09/2008
986698;553420;MD;NOR;ACH;01/07/2008;29/09/2008
986775;553485;DI;;NPA;12/07/2008;14/07/2008
986776;553485;MD;ABN;;15/07/2008;15/07/2008
986777;553485;MD;NOR;;01/07/2008;11/07/2008
986778;553485;MD;NOR;;16/07/2008;01/10/2008
986872;553563;MD;NOR;;01/07/2008;29/09/2008
986938;553620;MD;NOR;;01/07/2008;29/09/2008
986962;553643;MD;NOR;;30/09/2008;30/03/2009
987056;553722;MD;NOR;;30/09/2008;30/03/2009
987075;553737;MD;NOR;;30/09/2008;30/03/2009
987089;553747;MD;NOR;;01/07/2008;29/09/2008
987147;553791;MD;NOR;;01/07/2008;29/09/2008
987207;553843;MD;NOR;;01/07/2008;29/09/2008
987340;553959;MD;NOR;;01/07/2008;29/09/2008
987739;554279;MD;NOR;;01/07/2008;29/09/2008
987767;554305;MD;NOR;;01/07/2008;29/09/2008
987993;554488;MD;NOR;;01/07/2008;29/09/2008
988021;554513;MD;NOR;;01/07/2008;29/09/2008
988026;554519;MD;NOR;;01/07/2008;29/09/2008
988177;554656;MD;ABN;;12/07/2008;14/07/2008
988178;554656;MD;ABN;;15/07/2008;15/07/2008
988179;554656;MD;NOR;;01/07/2008;11/07/2008
988180;554656;MD;NOR;;16/07/2008;29/09/2008
988270;554729;MD;NOR;;01/07/2008;29/09/2008
988511;554930;MD;NOR;;01/07/2008;29/09/2008
